is_member,year,month,day,hour,recor_count
0,,09,Thursday,12,4213
0,,09,Thursday,13,4397
0,,09,Thursday,14,4736
0,,09,Thursday,15,5159
0,,09,Thursday,16,5894
0,,09,Thursday,17,7050
0,,09,Thursday,18,5953
0,,09,Thursday,19,4652
0,,09,Thursday,20,3481
0,,09,Thursday,21,3162
0,,09,Thursday,22,2924
0,,09,Thursday,23,2424
0,,09,Tuesday,00,854
0,,09,Tuesday,01,526
0,,09,Tuesday,02,292
0,,09,Tuesday,03,196
0,,09,Tuesday,04,71
0,,09,Tuesday,05,144
0,,09,Tuesday,06,347
0,,09,Tuesday,07,1230
0,,09,Tuesday,08,2608
0,,09,Tuesday,09,2648
0,,09,Tuesday,10,3103
0,,09,Tuesday,11,3908
0,,09,Tuesday,12,4268
0,,09,Tuesday,13,4272
0,,09,Tuesday,14,4396
0,,09,Tuesday,15,4974
0,,09,Tuesday,16,5399
0,,09,Tuesday,17,6264
0,,09,Tuesday,18,5311
0,,09,Tuesday,19,3988
0,,09,Tuesday,20,3087
0,,09,Tuesday,21,2649
0,,09,Tuesday,22,2186
0,,09,Tuesday,23,1617
0,,09,Wednesday,00,1002
0,,09,Wednesday,01,700
0,,09,Wednesday,02,456
0,,09,Wednesday,03,307
0,,09,Wednesday,04,108
0,,09,Wednesday,05,169
0,,09,Wednesday,06,294
0,,09,Wednesday,07,1088
0,,09,Wednesday,08,2547
0,,09,Wednesday,09,2346
0,,09,Wednesday,10,2646
0,,09,Wednesday,11,3412
0,,09,Wednesday,12,3853
0,,09,Wednesday,13,4043
0,,09,Wednesday,14,4243
0,,09,Wednesday,15,4675
0,,09,Wednesday,16,5404
0,,09,Wednesday,17,6329
0,,09,Wednesday,18,5358
0,,09,Wednesday,19,3986
0,,09,Wednesday,20,3093
0,,09,Wednesday,21,2605
0,,09,Wednesday,22,2271
0,,09,Wednesday,23,1790
0,,10,Friday,00,710
0,,10,Friday,01,642
0,,10,Friday,02,483
0,,10,Friday,03,329
0,,10,Friday,04,126
0,,10,Friday,05,112
0,,10,Friday,06,214
0,,10,Friday,07,647
0,,10,Friday,08,1537
0,,10,Friday,09,1573
0,,10,Friday,10,1830
0,,10,Friday,11,2444
0,,10,Friday,12,3035
0,,10,Friday,13,2998
0,,10,Friday,14,3343
0,,10,Friday,15,3731
0,,10,Friday,16,4088
0,,10,Friday,17,4126
0,,10,Friday,18,3347
0,,10,Friday,19,2556
0,,10,Friday,20,1971
0,,10,Friday,21,1920
0,,10,Friday,22,1783
0,,10,Friday,23,1699
0,,10,Monday,00,748
0,,10,Monday,01,490
0,,10,Monday,02,338
0,,10,Monday,03,311
0,,10,Monday,04,142
0,,10,Monday,05,119
0,,10,Monday,06,155
0,,10,Monday,07,498
0,,10,Monday,08,1333
0,,10,Monday,09,1484
0,,10,Monday,10,1906
0,,10,Monday,11,2626
0,,10,Monday,12,2904
0,,10,Monday,13,3003
0,,10,Monday,14,3135
0,,10,Monday,15,3284
0,,10,Monday,16,3366
0,,10,Monday,17,3404
0,,10,Monday,18,2722
0,,10,Monday,19,1747
0,,10,Monday,20,1430
0,,10,Monday,21,1181
0,,10,Monday,22,966
0,,10,Monday,23,731
0,,10,Saturday,00,1722
0,,10,Saturday,01,1918
0,,10,Saturday,02,1713
0,,10,Saturday,03,1411
0,,10,Saturday,04,488
0,,10,Saturday,05,199
0,,10,Saturday,06,201
0,,10,Saturday,07,285
0,,10,Saturday,08,744
0,,10,Saturday,09,1330
0,,10,Saturday,10,2370
0,,10,Saturday,11,3594
0,,10,Saturday,12,4372
0,,10,Saturday,13,4634
0,,10,Saturday,14,5457
0,,10,Saturday,15,5757
0,,10,Saturday,16,5662
0,,10,Saturday,17,4783
0,,10,Saturday,18,3222
0,,10,Saturday,19,2394
0,,10,Saturday,20,2000
0,,10,Saturday,21,1799
0,,10,Saturday,22,1766
0,,10,Saturday,23,1661
0,,10,Sunday,00,1657
0,,10,Sunday,01,1599
0,,10,Sunday,02,1405
0,,10,Sunday,03,1467
0,,10,Sunday,04,532
0,,10,Sunday,05,209
0,,10,Sunday,06,189
0,,10,Sunday,07,268
0,,10,Sunday,08,597
0,,10,Sunday,09,1238
0,,10,Sunday,10,2489
0,,10,Sunday,11,3641
0,,10,Sunday,12,4243
0,,10,Sunday,13,4623
0,,10,Sunday,14,5357
0,,10,Sunday,15,5601
0,,10,Sunday,16,5041
0,,10,Sunday,17,4360
0,,10,Sunday,18,3024
0,,10,Sunday,19,2046
0,,10,Sunday,20,1476
0,,10,Sunday,21,1303
0,,10,Sunday,22,1174
0,,10,Sunday,23,970
0,,10,Thursday,00,538
0,,10,Thursday,01,414
0,,10,Thursday,02,247
0,,10,Thursday,03,186
0,,10,Thursday,04,96
0,,10,Thursday,05,96
0,,10,Thursday,06,187
0,,10,Thursday,07,712
0,,10,Thursday,08,1639
0,,10,Thursday,09,1449
0,,10,Thursday,10,1280
0,,10,Thursday,11,1725
0,,10,Thursday,12,2038
0,,10,Thursday,13,1955
0,,10,Thursday,14,1999
0,,10,Thursday,15,2314
0,,10,Thursday,16,2903
0,,10,Thursday,17,3339
0,,10,Thursday,18,2551
0,,10,Thursday,19,1770
0,,10,Thursday,20,1420
0,,10,Thursday,21,1203
0,,10,Thursday,22,1202
0,,10,Thursday,23,931
0,,10,Tuesday,00,452
0,,10,Tuesday,01,310
0,,10,Tuesday,02,154
0,,10,Tuesday,03,103
0,,10,Tuesday,04,74
0,,10,Tuesday,05,92
0,,10,Tuesday,06,209
0,,10,Tuesday,07,677
0,,10,Tuesday,08,1644
0,,10,Tuesday,09,1603
0,,10,Tuesday,10,1678
0,,10,Tuesday,11,2347
0,,10,Tuesday,12,2490
0,,10,Tuesday,13,2665
0,,10,Tuesday,14,2720
0,,10,Tuesday,15,2971
0,,10,Tuesday,16,3261
0,,10,Tuesday,17,3628
0,,10,Tuesday,18,2766
0,,10,Tuesday,19,1921
0,,10,Tuesday,20,1609
0,,10,Tuesday,21,1401
0,,10,Tuesday,22,1195
0,,10,Tuesday,23,880
0,,10,Wednesday,00,580
0,,10,Wednesday,01,415
0,,10,Wednesday,02,241
0,,10,Wednesday,03,187
0,,10,Wednesday,04,84
0,,10,Wednesday,05,117
0,,10,Wednesday,06,183
0,,10,Wednesday,07,774
0,,10,Wednesday,08,1840
0,,10,Wednesday,09,1817
0,,10,Wednesday,10,1707
0,,10,Wednesday,11,2162
0,,10,Wednesday,12,2465
0,,10,Wednesday,13,2673
0,,10,Wednesday,14,2638
0,,10,Wednesday,15,2803
0,,10,Wednesday,16,3419
0,,10,Wednesday,17,3755
0,,10,Wednesday,18,2738
0,,10,Wednesday,19,1901
0,,10,Wednesday,20,1448
0,,10,Wednesday,21,1228
0,,10,Wednesday,22,1118
0,,10,Wednesday,23,912
0,,11,Friday,00,148
0,,11,Friday,01,125
0,,11,Friday,02,98
0,,11,Friday,03,54
0,,11,Friday,04,12
0,,11,Friday,05,14
0,,11,Friday,06,34
0,,11,Friday,07,111
0,,11,Friday,08,314
0,,11,Friday,09,325
0,,11,Friday,10,306
0,,11,Friday,11,380
0,,11,Friday,12,402
0,,11,Friday,13,358
0,,11,Friday,14,405
0,,11,Friday,15,458
0,,11,Friday,16,496
0,,11,Friday,17,489
0,,11,Friday,18,368
0,,11,Friday,19,316
0,,11,Friday,20,253
0,,11,Friday,21,255
0,,11,Friday,22,246
0,,11,Friday,23,233
0,,11,Monday,00,87
0,,11,Monday,01,33
0,,11,Monday,02,34
0,,11,Monday,03,30
0,,11,Monday,04,8
0,,11,Monday,05,10
0,,11,Monday,06,22
0,,11,Monday,07,107
0,,11,Monday,08,312
0,,11,Monday,09,313
0,,11,Monday,10,250
0,,11,Monday,11,348
0,,11,Monday,12,394
0,,11,Monday,13,472
0,,11,Monday,14,432
0,,11,Monday,15,468
0,,11,Monday,16,527
0,,11,Monday,17,475
0,,11,Monday,18,389
0,,11,Monday,19,260
0,,11,Monday,20,239
0,,11,Monday,21,212
0,,11,Monday,22,154
0,,11,Monday,23,107
0,,11,Saturday,00,251
0,,11,Saturday,01,297
0,,11,Saturday,02,235
0,,11,Saturday,03,242
0,,11,Saturday,04,66
0,,11,Saturday,05,22
0,,11,Saturday,06,25
0,,11,Saturday,07,38
0,,11,Saturday,08,137
0,,11,Saturday,09,237
0,,11,Saturday,10,332
0,,11,Saturday,11,453
0,,11,Saturday,12,650
0,,11,Saturday,13,723
0,,11,Saturday,14,770
0,,11,Saturday,15,715
0,,11,Saturday,16,687
0,,11,Saturday,17,465
0,,11,Saturday,18,446
0,,11,Saturday,19,308
0,,11,Saturday,20,250
0,,11,Saturday,21,278
0,,11,Saturday,22,213
0,,11,Saturday,23,217
0,,11,Sunday,00,206
0,,11,Sunday,01,380
0,,11,Sunday,02,208
0,,11,Sunday,03,157
0,,11,Sunday,04,78
0,,11,Sunday,05,29
0,,11,Sunday,06,39
0,,11,Sunday,07,41
0,,11,Sunday,08,124
0,,11,Sunday,09,208
0,,11,Sunday,10,407
0,,11,Sunday,11,612
0,,11,Sunday,12,712
0,,11,Sunday,13,704
0,,11,Sunday,14,812
0,,11,Sunday,15,768
0,,11,Sunday,16,675
0,,11,Sunday,17,415
0,,11,Sunday,18,287
0,,11,Sunday,19,217
0,,11,Sunday,20,187
0,,11,Sunday,21,163
0,,11,Sunday,22,148
0,,11,Sunday,23,123
0,,11,Thursday,00,133
0,,11,Thursday,01,103
0,,11,Thursday,02,40
0,,11,Thursday,03,46
0,,11,Thursday,04,17
0,,11,Thursday,05,16
0,,11,Thursday,06,48
0,,11,Thursday,07,145
0,,11,Thursday,08,390
0,,11,Thursday,09,337
0,,11,Thursday,10,287
0,,11,Thursday,11,350
0,,11,Thursday,12,381
0,,11,Thursday,13,455
0,,11,Thursday,14,422
0,,11,Thursday,15,435
0,,11,Thursday,16,458
0,,11,Thursday,17,535
0,,11,Thursday,18,441
0,,11,Thursday,19,330
0,,11,Thursday,20,258
0,,11,Thursday,21,203
0,,11,Thursday,22,251
0,,11,Thursday,23,195
0,,11,Tuesday,00,88
0,,11,Tuesday,01,61
0,,11,Tuesday,02,44
0,,11,Tuesday,03,34
0,,11,Tuesday,04,20
0,,11,Tuesday,05,20
0,,11,Tuesday,06,43
0,,11,Tuesday,07,168
0,,11,Tuesday,08,394
0,,11,Tuesday,09,371
0,,11,Tuesday,10,323
0,,11,Tuesday,11,392
0,,11,Tuesday,12,413
0,,11,Tuesday,13,396
0,,11,Tuesday,14,556
0,,11,Tuesday,15,475
0,,11,Tuesday,16,515
0,,11,Tuesday,17,529
0,,11,Tuesday,18,378
0,,11,Tuesday,19,298
0,,11,Tuesday,20,264
0,,11,Tuesday,21,232
0,,11,Tuesday,22,187
0,,11,Tuesday,23,145
0,,11,Wednesday,00,120
0,,11,Wednesday,01,101
0,,11,Wednesday,02,53
0,,11,Wednesday,03,32
0,,11,Wednesday,04,19
0,,11,Wednesday,05,18
0,,11,Wednesday,06,43
0,,11,Wednesday,07,139
0,,11,Wednesday,08,423
0,,11,Wednesday,09,342
0,,11,Wednesday,10,289
0,,11,Wednesday,11,426
0,,11,Wednesday,12,448
0,,11,Wednesday,13,517
0,,11,Wednesday,14,524
0,,11,Wednesday,15,531
0,,11,Wednesday,16,623
0,,11,Wednesday,17,617
0,,11,Wednesday,18,462
0,,11,Wednesday,19,357
0,,11,Wednesday,20,262
0,,11,Wednesday,21,210
0,,11,Wednesday,22,240
0,,11,Wednesday,23,165
1,,04,Friday,00,1846
1,,04,Friday,01,939
1,,04,Friday,02,548
1,,04,Friday,03,453
1,,04,Friday,04,257
1,,04,Friday,05,501
1,,04,Friday,06,1953
1,,04,Friday,07,7348
1,,04,Friday,08,14020
1,,04,Friday,09,7996
1,,04,Friday,10,4637
1,,04,Friday,11,5253
1,,04,Friday,12,6541
1,,04,Friday,13,6605
1,,04,Friday,14,6282
1,,04,Friday,15,8041
1,,04,Friday,16,12878
1,,04,Friday,17,16540
1,,04,Friday,18,12169
1,,04,Friday,19,8458
1,,04,Friday,20,5825
1,,04,Friday,21,4696
1,,04,Friday,22,4077
1,,04,Friday,23,3467
1,,04,Monday,00,1082
1,,04,Monday,01,562
1,,04,Monday,02,302
1,,04,Monday,03,267
1,,04,Monday,04,180
1,,04,Monday,05,501
1,,04,Monday,06,1991
1,,04,Monday,07,7438
1,,04,Monday,08,13902
1,,04,Monday,09,7126
1,,04,Monday,10,4186
1,,04,Monday,11,5110
1,,04,Monday,12,6581
1,,04,Monday,13,6719
1,,04,Monday,14,6341
1,,04,Monday,15,7957
1,,04,Monday,16,12696
1,,04,Monday,17,18200
1,,04,Monday,18,13485
1,,04,Monday,19,8596
1,,04,Monday,20,5832
1,,04,Monday,21,4595
1,,04,Monday,22,3022
1,,04,Monday,23,1877
1,,04,Saturday,00,3090
1,,04,Saturday,01,2170
1,,04,Saturday,02,1585
1,,04,Saturday,03,1185
1,,04,Saturday,04,415
1,,04,Saturday,05,374
1,,04,Saturday,06,576
1,,04,Saturday,07,1422
1,,04,Saturday,08,3195
1,,04,Saturday,09,4834
1,,04,Saturday,10,6120
1,,04,Saturday,11,7427
1,,04,Saturday,12,8542
1,,04,Saturday,13,9537
1,,04,Saturday,14,10398
1,,04,Saturday,15,11105
1,,04,Saturday,16,11250
1,,04,Saturday,17,9993
1,,04,Saturday,18,8433
1,,04,Saturday,19,6697
1,,04,Saturday,20,4643
1,,04,Saturday,21,3680
1,,04,Saturday,22,3481
1,,04,Saturday,23,3215
1,,04,Sunday,00,2629
1,,04,Sunday,01,1979
1,,04,Sunday,02,1372
1,,04,Sunday,03,1164
1,,04,Sunday,04,458
1,,04,Sunday,05,336
1,,04,Sunday,06,502
1,,04,Sunday,07,1031
1,,04,Sunday,08,2316
1,,04,Sunday,09,4141
1,,04,Sunday,10,5938
1,,04,Sunday,11,7468
1,,04,Sunday,12,8710
1,,04,Sunday,13,10004
1,,04,Sunday,14,10451
1,,04,Sunday,15,10734
1,,04,Sunday,16,9862
1,,04,Sunday,17,8710
1,,04,Sunday,18,6875
1,,04,Sunday,19,4948
1,,04,Sunday,20,3755
1,,04,Sunday,21,2979
1,,04,Sunday,22,2782
1,,04,Sunday,23,1964
1,,04,Thursday,00,1343
1,,04,Thursday,01,623
1,,04,Thursday,02,360
1,,04,Thursday,03,289
1,,04,Thursday,04,189
1,,04,Thursday,05,605
1,,04,Thursday,06,2459
1,,04,Thursday,07,9104
1,,04,Thursday,08,16448
1,,04,Thursday,09,8875
1,,04,Thursday,10,4592
1,,04,Thursday,11,5695
1,,04,Thursday,12,7155
1,,04,Thursday,13,7005
1,,04,Thursday,14,6298
1,,04,Thursday,15,8552
1,,04,Thursday,16,14057
1,,04,Thursday,17,19936
1,,04,Thursday,18,14253
1,,04,Thursday,19,9548
1,,04,Thursday,20,7034
1,,04,Thursday,21,5473
1,,04,Thursday,22,4365
1,,04,Thursday,23,2961
1,,04,Tuesday,00,1035
1,,04,Tuesday,01,425
1,,04,Tuesday,02,247
1,,04,Tuesday,03,200
1,,04,Tuesday,04,177
1,,04,Tuesday,05,569
1,,04,Tuesday,06,2627
1,,04,Tuesday,07,10011
1,,04,Tuesday,08,18578
1,,04,Tuesday,09,9428
1,,04,Tuesday,10,5122
1,,04,Tuesday,11,5774
1,,04,Tuesday,12,7225
1,,04,Tuesday,13,7197
1,,04,Tuesday,14,6474
1,,04,Tuesday,15,8576
1,,04,Tuesday,16,14408
1,,04,Tuesday,17,21623
1,,04,Tuesday,18,15388
1,,04,Tuesday,19,9541
1,,04,Tuesday,20,6699
1,,04,Tuesday,21,5355
1,,04,Tuesday,22,3912
1,,04,Tuesday,23,2306
1,,04,Wednesday,00,1188
1,,04,Wednesday,01,546
1,,04,Wednesday,02,278
1,,04,Wednesday,03,240
1,,04,Wednesday,04,181
1,,04,Wednesday,05,566
1,,04,Wednesday,06,2394
1,,04,Wednesday,07,8654
1,,04,Wednesday,08,15754
1,,04,Wednesday,09,8259
1,,04,Wednesday,10,4433
1,,04,Wednesday,11,5180
1,,04,Wednesday,12,6543
1,,04,Wednesday,13,6365
1,,04,Wednesday,14,5795
1,,04,Wednesday,15,7139
1,,04,Wednesday,16,11467
1,,04,Wednesday,17,16878
1,,04,Wednesday,18,12442
1,,04,Wednesday,19,8342
1,,04,Wednesday,20,5715
1,,04,Wednesday,21,4543
1,,04,Wednesday,22,3913
1,,04,Wednesday,23,2274
1,,05,Friday,00,6291
1,,05,Friday,01,3209
1,,05,Friday,02,1858
1,,05,Friday,03,1500
1,,05,Friday,04,875
1,,05,Friday,05,1975
1,,05,Friday,06,7563
1,,05,Friday,07,27434
1,,05,Friday,08,49568
1,,05,Friday,09,26021
1,,05,Friday,10,14856
1,,05,Friday,11,17075
1,,05,Friday,12,20472
1,,05,Friday,13,20266
1,,05,Friday,14,19942
1,,05,Friday,15,26660
1,,05,Friday,16,42142
1,,05,Friday,17,51712
1,,05,Friday,18,37255
1,,05,Friday,19,28124
1,,05,Friday,20,21179
1,,05,Friday,21,17300
1,,05,Friday,22,14347
1,,05,Friday,23,12845
1,,05,Monday,00,3911
1,,05,Monday,01,2165
1,,05,Monday,02,1285
1,,05,Monday,03,1056
1,,05,Monday,04,685
1,,05,Monday,05,1611
1,,05,Monday,06,5740
1,,05,Monday,07,20997
1,,05,Monday,08,39158
1,,05,Monday,09,20566
1,,05,Monday,10,12682
1,,05,Monday,11,15033
1,,05,Monday,12,18778
1,,05,Monday,13,19247
1,,05,Monday,14,18311
1,,05,Monday,15,22880
1,,05,Monday,16,35176
1,,05,Monday,17,49061
1,,05,Monday,18,34829
1,,05,Monday,19,23718
1,,05,Monday,20,16738
1,,05,Monday,21,13163
1,,05,Monday,22,9645
1,,05,Monday,23,5810
1,,05,Saturday,00,9621
1,,05,Saturday,01,6579
1,,05,Saturday,02,4777
1,,05,Saturday,03,3838
1,,05,Saturday,04,1548
1,,05,Saturday,05,1115
1,,05,Saturday,06,1909
1,,05,Saturday,07,4496
1,,05,Saturday,08,9557
1,,05,Saturday,09,14247
1,,05,Saturday,10,17961
1,,05,Saturday,11,22464
1,,05,Saturday,12,26561
1,,05,Saturday,13,28624
1,,05,Saturday,14,30652
1,,05,Saturday,15,31443
1,,05,Saturday,16,29118
1,,05,Saturday,17,27057
1,,05,Saturday,18,23610
1,,05,Saturday,19,20271
1,,05,Saturday,20,15268
1,,05,Saturday,21,12488
1,,05,Saturday,22,11817
1,,05,Saturday,23,11037
1,,05,Sunday,00,9214
1,,05,Sunday,01,6784
1,,05,Sunday,02,4911
1,,05,Sunday,03,3902
1,,05,Sunday,04,1562
1,,05,Sunday,05,1066
1,,05,Sunday,06,1452
1,,05,Sunday,07,2829
1,,05,Sunday,08,5907
1,,05,Sunday,09,10319
1,,05,Sunday,10,14942
1,,05,Sunday,11,18748
1,,05,Sunday,12,22126
1,,05,Sunday,13,25113
1,,05,Sunday,14,27172
1,,05,Sunday,15,28561
1,,05,Sunday,16,29066
1,,05,Sunday,17,26998
1,,05,Sunday,18,22376
1,,05,Sunday,19,17269
1,,05,Sunday,20,13894
1,,05,Sunday,21,10759
1,,05,Sunday,22,9034
1,,05,Sunday,23,6893
1,,05,Thursday,00,5731
1,,05,Thursday,01,2624
1,,05,Thursday,02,1439
1,,05,Thursday,03,1106
1,,05,Thursday,04,766
1,,05,Thursday,05,2241
1,,05,Thursday,06,8936
1,,05,Thursday,07,33675
1,,05,Thursday,08,60426
1,,05,Thursday,09,29297
1,,05,Thursday,10,15989
1,,05,Thursday,11,18653
1,,05,Thursday,12,23124
1,,05,Thursday,13,22345
1,,05,Thursday,14,20022
1,,05,Thursday,15,26824
1,,05,Thursday,16,43625
1,,05,Thursday,17,60852
1,,05,Thursday,18,44220
1,,05,Thursday,19,31481
1,,05,Thursday,20,23705
1,,05,Thursday,21,19344
1,,05,Thursday,22,15007
1,,05,Thursday,23,10825
1,,05,Tuesday,00,3401
1,,05,Tuesday,01,1501
1,,05,Tuesday,02,854
1,,05,Tuesday,03,758
1,,05,Tuesday,04,602
1,,05,Tuesday,05,1986
1,,05,Tuesday,06,8412
1,,05,Tuesday,07,31229
1,,05,Tuesday,08,54949
1,,05,Tuesday,09,26824
1,,05,Tuesday,10,14976
1,,05,Tuesday,11,17227
1,,05,Tuesday,12,21535
1,,05,Tuesday,13,20218
1,,05,Tuesday,14,17590
1,,05,Tuesday,15,24043
1,,05,Tuesday,16,44596
1,,05,Tuesday,17,67873
1,,05,Tuesday,18,46982
1,,05,Tuesday,19,31111
1,,05,Tuesday,20,23547
1,,05,Tuesday,21,19275
1,,05,Tuesday,22,13944
1,,05,Tuesday,23,8576
1,,05,Wednesday,00,4731
1,,05,Wednesday,01,2178
1,,05,Wednesday,02,1212
1,,05,Wednesday,03,975
1,,05,Wednesday,04,675
1,,05,Wednesday,05,2347
1,,05,Wednesday,06,9261
1,,05,Wednesday,07,33794
1,,05,Wednesday,08,60332
1,,05,Wednesday,09,30311
1,,05,Wednesday,10,16310
1,,05,Wednesday,11,19113
1,,05,Wednesday,12,23856
1,,05,Wednesday,13,23428
1,,05,Wednesday,14,21402
1,,05,Wednesday,15,28354
1,,05,Wednesday,16,48275
1,,05,Wednesday,17,71626
1,,05,Wednesday,18,51905
1,,05,Wednesday,19,35347
1,,05,Wednesday,20,26641
1,,05,Wednesday,21,21590
1,,05,Wednesday,22,17294
1,,05,Wednesday,23,10697
1,,06,Friday,00,9941
1,,06,Friday,01,4863
1,,06,Friday,02,3022
1,,06,Friday,03,2282
1,,06,Friday,04,1219
1,,06,Friday,05,2347
1,,06,Friday,06,7881
1,,06,Friday,07,26679
1,,06,Friday,08,50998
1,,06,Friday,09,29038
1,,06,Friday,10,17754
1,,06,Friday,11,20792
1,,06,Friday,12,26161
1,,06,Friday,13,26576
1,,06,Friday,14,25353
1,,06,Friday,15,31287
1,,06,Friday,16,47373
1,,06,Friday,17,57042
1,,06,Friday,18,43565
1,,06,Friday,19,33186
1,,06,Friday,20,27125
1,,06,Friday,21,22918
1,,06,Friday,22,19297
1,,06,Friday,23,17806
1,,06,Monday,00,5652
1,,06,Monday,01,2886
1,,06,Monday,02,1614
1,,06,Monday,03,1371
1,,06,Monday,04,878
1,,06,Monday,05,1942
1,,06,Monday,06,6993
1,,06,Monday,07,24671
1,,06,Monday,08,46705
1,,06,Monday,09,25395
1,,06,Monday,10,14878
1,,06,Monday,11,16527
1,,06,Monday,12,20652
1,,06,Monday,13,20838
1,,06,Monday,14,20499
1,,06,Monday,15,25931
1,,06,Monday,16,43375
1,,06,Monday,17,61510
1,,06,Monday,18,43560
1,,06,Monday,19,31273
1,,06,Monday,20,24858
1,,06,Monday,21,19914
1,,06,Monday,22,13873
1,,06,Monday,23,9518
1,,06,Saturday,00,15065
1,,06,Saturday,01,9922
1,,06,Saturday,02,6762
1,,06,Saturday,03,5512
1,,06,Saturday,04,2287
1,,06,Saturday,05,1776
1,,06,Saturday,06,2734
1,,06,Saturday,07,5961
1,,06,Saturday,08,11413
1,,06,Saturday,09,17316
1,,06,Saturday,10,20737
1,,06,Saturday,11,25042
1,,06,Saturday,12,28891
1,,06,Saturday,13,31291
1,,06,Saturday,14,33847
1,,06,Saturday,15,35206
1,,06,Saturday,16,34465
1,,06,Saturday,17,33464
1,,06,Saturday,18,29241
1,,06,Saturday,19,25270
1,,06,Saturday,20,20765
1,,06,Saturday,21,18390
1,,06,Saturday,22,17483
1,,06,Saturday,23,16508
1,,06,Sunday,00,13304
1,,06,Sunday,01,9433
1,,06,Sunday,02,6670
1,,06,Sunday,03,5632
1,,06,Sunday,04,2518
1,,06,Sunday,05,1598
1,,06,Sunday,06,2238
1,,06,Sunday,07,4050
1,,06,Sunday,08,7476
1,,06,Sunday,09,12582
1,,06,Sunday,10,17710
1,,06,Sunday,11,21744
1,,06,Sunday,12,25016
1,,06,Sunday,13,27915
1,,06,Sunday,14,30059
1,,06,Sunday,15,30971
1,,06,Sunday,16,29893
1,,06,Sunday,17,28931
1,,06,Sunday,18,25026
1,,06,Sunday,19,22194
1,,06,Sunday,20,19448
1,,06,Sunday,21,16240
1,,06,Sunday,22,13890
1,,06,Sunday,23,10082
1,,06,Thursday,00,7418
1,,06,Thursday,01,3467
1,,06,Thursday,02,1947
1,,06,Thursday,03,1573
1,,06,Thursday,04,922
1,,06,Thursday,05,2470
1,,06,Thursday,06,9377
1,,06,Thursday,07,32734
1,,06,Thursday,08,61909
1,,06,Thursday,09,32076
1,,06,Thursday,10,17660
1,,06,Thursday,11,19757
1,,06,Thursday,12,23980
1,,06,Thursday,13,22830
1,,06,Thursday,14,21232
1,,06,Thursday,15,27825
1,,06,Thursday,16,46502
1,,06,Thursday,17,66554
1,,06,Thursday,18,49160
1,,06,Thursday,19,35869
1,,06,Thursday,20,29779
1,,06,Thursday,21,24059
1,,06,Thursday,22,19453
1,,06,Thursday,23,15740
1,,06,Tuesday,00,5323
1,,06,Tuesday,01,2521
1,,06,Tuesday,02,1423
1,,06,Tuesday,03,1138
1,,06,Tuesday,04,685
1,,06,Tuesday,05,2141
1,,06,Tuesday,06,7898
1,,06,Tuesday,07,27034
1,,06,Tuesday,08,50575
1,,06,Tuesday,09,27002
1,,06,Tuesday,10,14523
1,,06,Tuesday,11,16624
1,,06,Tuesday,12,21307
1,,06,Tuesday,13,21023
1,,06,Tuesday,14,19150
1,,06,Tuesday,15,23858
1,,06,Tuesday,16,43740
1,,06,Tuesday,17,65547
1,,06,Tuesday,18,45298
1,,06,Tuesday,19,32245
1,,06,Tuesday,20,25748
1,,06,Tuesday,21,21275
1,,06,Tuesday,22,15073
1,,06,Tuesday,23,10607
1,,06,Wednesday,00,6197
1,,06,Wednesday,01,2875
1,,06,Wednesday,02,1647
1,,06,Wednesday,03,1413
1,,06,Wednesday,04,894
1,,06,Wednesday,05,2462
1,,06,Wednesday,06,9459
1,,06,Wednesday,07,33460
1,,06,Wednesday,08,60628
1,,06,Wednesday,09,30733
1,,06,Wednesday,10,17559
1,,06,Wednesday,11,20495
1,,06,Wednesday,12,25812
1,,06,Wednesday,13,24829
1,,06,Wednesday,14,22558
1,,06,Wednesday,15,28613
1,,06,Wednesday,16,48508
1,,06,Wednesday,17,66727
1,,06,Wednesday,18,48000
1,,06,Wednesday,19,33717
1,,06,Wednesday,20,26747
1,,06,Wednesday,21,21544
1,,06,Wednesday,22,16829
1,,06,Wednesday,23,12269
1,,07,Friday,00,11066
1,,07,Friday,01,5709
1,,07,Friday,02,3212
1,,07,Friday,03,2553
1,,07,Friday,04,1341
1,,07,Friday,05,2537
1,,07,Friday,06,8761
1,,07,Friday,07,27682
1,,07,Friday,08,54992
1,,07,Friday,09,31571
1,,07,Friday,10,19025
1,,07,Friday,11,21941
1,,07,Friday,12,28440
1,,07,Friday,13,28526
1,,07,Friday,14,26567
1,,07,Friday,15,32608
1,,07,Friday,16,48481
1,,07,Friday,17,57100
1,,07,Friday,18,44178
1,,07,Friday,19,34091
1,,07,Friday,20,28010
1,,07,Friday,21,23364
1,,07,Friday,22,19739
1,,07,Friday,23,18652
1,,07,Monday,00,6911
1,,07,Monday,01,3565
1,,07,Monday,02,2096
1,,07,Monday,03,1678
1,,07,Monday,04,1154
1,,07,Monday,05,2449
1,,07,Monday,06,9226
1,,07,Monday,07,30991
1,,07,Monday,08,59813
1,,07,Monday,09,31363
1,,07,Monday,10,17154
1,,07,Monday,11,18494
1,,07,Monday,12,23269
1,,07,Monday,13,22648
1,,07,Monday,14,21624
1,,07,Monday,15,27740
1,,07,Monday,16,46793
1,,07,Monday,17,69984
1,,07,Monday,18,51291
1,,07,Monday,19,36652
1,,07,Monday,20,29220
1,,07,Monday,21,22246
1,,07,Monday,22,16394
1,,07,Monday,23,11843
1,,07,Saturday,00,15200
1,,07,Saturday,01,10150
